packet_no,msg_type,src_mac,src_ip,xid,lease_time,relay_ip,dns,gateway,label,attack_type
99647,DISCOVER,89:21:3d:50:79:22,0.0.0.0,96824,28273,0.0.0.0,123.123.123.123,111.111.111.1,ATTACK,DHCP_STARVATION
99648,REQUEST,60:de:ba:c8:1d:e4,0.0.0.0,55704,48979,0.0.0.0,8.8.8.8,192.168.1.1,BENIGN,NONE
99649,REQUEST,ba:68:1a:1a:59:79,192.168.1.170,59812,24490,0.0.0.0,123.123.123.123,111.111.111.1,ATTACK,ABNORMAL_RENEWAL
99650,DISCOVER,0e:63:71:14:3b:23,0.0.0.0,26821,7922,10.0.22.101,123.123.123.123,111.111.111.1,ATTACK,RELAY_ANOMALY
99651,REQUEST,ed:8f:79:7b:3f:ca,192.168.1.124,28838,72076,0.0.0.0,123.123.123.123,111.111.111.1,ATTACK,ABNORMAL_RENEWAL
99652,DISCOVER,4e:e1:7a:e0:a7:a2,0.0.0.0,36056,32810,0.0.0.0,8.8.8.8,192.168.1.1,BENIGN,NONE
99653,OFFER,attacker,111.111.111.1,37261,86347,0.0.0.0,123.123.123.123,111.111.111.1,ATTACK,DHCP_SPOOFING
99654,OFFER,server,192.168.1.229,65585,33158,0.0.0.0,8.8.8.8,192.168.1.1,BENIGN,NONE
99655,ACK,server,192.168.1.66,71476,32221,0.0.0.0,8.8.8.8,192.168.1.1,BENIGN,NONE
99656,REQUEST,8d:b8:29:82:22:56,0.0.0.0,56708,85004,0.0.0.0,8.8.8.8,192.168.1.1,BENIGN,NONE
99657,DISCOVER,c4:ef:d1:10:b2:25,0.0.0.0,56778,50920,10.0.150.21,123.123.123.123,111.111.111.1,ATTACK,RELAY_ANOMALY
99658,OFFER,server,192.168.1.113,41056,8121,0.0.0.0,8.8.8.8,192.168.1.1,BENIGN,NONE
99659,ACK,server,192.168.1.188,43963,39069,0.0.0.0,8.8.8.8,192.168.1.1,BENIGN,NONE
99660,ACK,server,192.168.1.187,19228,58546,0.0.0.0,8.8.8.8,192.168.1.1,BENIGN,NONE
99661,DISCOVER,84:80:57:14:7a:2f,0.0.0.0,71546,31863,0.0.0.0,123.123.123.123,111.111.111.1,ATTACK,DHCP_STARVATION
99662,DISCOVER,ed:d9:13:37:6b:a6,0.0.0.0,21336,36433,0.0.0.0,8.8.8.8,192.168.1.1,BENIGN,NONE
99663,DISCOVER,7d:e9:00:a0:09:19,0.0.0.0,68040,32174,0.0.0.0,123.123.123.123,111.111.111.1,ATTACK,DHCP_STARVATION
99664,ACK,9f:47:ab:c9:82:7d,192.168.1.18,50866,73179,0.0.0.0,123.123.123.123,111.111.111.1,ATTACK,DUPLICATE_IP
99665,ACK,server,192.168.1.114,43308,43686,0.0.0.0,8.8.8.8,192.168.1.1,BENIGN,NONE
99666,DISCOVER,31:e4:63:95:d8:f3,0.0.0.0,53643,18128,0.0.0.0,123.123.123.123,111.111.111.1,ATTACK,DHCP_STARVATION
99667,DISCOVER,e3:0f:02:f9:27:87,0.0.0.0,45104,78603,10.0.82.118,123.123.123.123,111.111.111.1,ATTACK,RELAY_ANOMALY
99668,DISCOVER,25:00:a8:ca:4b:55,0.0.0.0,2015,2316,0.0.0.0,8.8.8.8,192.168.1.1,BENIGN,NONE
99669,ACK,server,192.168.1.48,7909,82760,0.0.0.0,8.8.8.8,192.168.1.1,BENIGN,NONE
99670,OFFER,server,192.168.1.39,44554,71809,0.0.0.0,8.8.8.8,192.168.1.1,BENIGN,NONE
99671,REQUEST,03:20:fd:31:c9:2a,0.0.0.0,79246,68734,0.0.0.0,8.8.8.8,192.168.1.1,BENIGN,NONE
99672,REQUEST,4a:ee:e6:b6:a4:e1,0.0.0.0,46001,2654,0.0.0.0,8.8.8.8,192.168.1.1,BENIGN,NONE
99673,DISCOVER,9d:cb:42:36:a5:d4,0.0.0.0,56098,3090,0.0.0.0,123.123.123.123,111.111.111.1,ATTACK,DHCP_STARVATION
99674,ACK,server,192.168.1.71,5665,79909,0.0.0.0,8.8.8.8,192.168.1.1,BENIGN,NONE
99675,REQUEST,9f:55:b6:1a:8c:3e,192.168.1.37,411,85630,0.0.0.0,123.123.123.123,111.111.111.1,ATTACK,ABNORMAL_RENEWAL
99676,OFFER,server,192.168.1.92,83588,22610,0.0.0.0,8.8.8.8,192.168.1.1,BENIGN,NONE
99677,DISCOVER,23:61:f1:64:5e:3d,0.0.0.0,55620,49589,0.0.0.0,8.8.8.8,192.168.1.1,BENIGN,NONE
99678,DISCOVER,64:f3:98:64:38:d5,0.0.0.0,49062,36686,10.0.41.134,123.123.123.123,111.111.111.1,ATTACK,RELAY_ANOMALY
99679,DISCOVER,90:a8:df:71:d9:3b,0.0.0.0,52763,37702,0.0.0.0,8.8.8.8,192.168.1.1,BENIGN,NONE
99680,OFFER,server,192.168.1.102,44082,52216,0.0.0.0,8.8.8.8,192.168.1.1,BENIGN,NONE
99681,OFFER,server,192.168.1.238,68544,58609,0.0.0.0,8.8.8.8,192.168.1.1,BENIGN,NONE
99682,ACK,server,192.168.1.218,78772,24797,0.0.0.0,8.8.8.8,192.168.1.1,BENIGN,NONE
99683,OFFER,rogue_server,10.0.0.5,473,5259,0.0.0.0,123.123.123.123,111.111.111.1,ATTACK,ROGUE_DHCP
99684,DISCOVER,9b:83:5a:a9:f0:e0,0.0.0.0,32126,9117,0.0.0.0,8.8.8.8,192.168.1.1,BENIGN,NONE
99685,OFFER,attacker,111.111.111.1,97245,56111,0.0.0.0,123.123.123.123,111.111.111.1,ATTACK,DHCP_SPOOFING
99686,ACK,server,192.168.1.14,16667,54995,0.0.0.0,8.8.8.8,192.168.1.1,BENIGN,NONE
99687,ACK,bb:64:9f:78:2b:7d,192.168.1.70,86371,53210,0.0.0.0,123.123.123.123,111.111.111.1,ATTACK,DUPLICATE_IP
99688,DISCOVER,22:ed:7f:ae:59:b7,0.0.0.0,87156,51651,0.0.0.0,8.8.8.8,192.168.1.1,BENIGN,NONE
99689,DISCOVER,77:32:a4:87:e8:8a,0.0.0.0,64203,39119,0.0.0.0,8.8.8.8,192.168.1.1,BENIGN,NONE
99690,DISCOVER,9f:a5:33:3c:7f:37,0.0.0.0,15968,65767,0.0.0.0,8.8.8.8,192.168.1.1,BENIGN,NONE
99691,DISCOVER,08:6f:85:e3:97:83,0.0.0.0,96197,2704,0.0.0.0,123.123.123.123,111.111.111.1,ATTACK,DHCP_STARVATION
99692,REQUEST,05:1d:e2:15:dd:4a,192.168.1.166,15244,85668,0.0.0.0,123.123.123.123,111.111.111.1,ATTACK,ABNORMAL_RENEWAL
99693,REQUEST,39:44:4d:ca:02:24,0.0.0.0,54934,28626,0.0.0.0,8.8.8.8,192.168.1.1,BENIGN,NONE
99694,DISCOVER,60:14:b8:e3:06:6d,0.0.0.0,61274,48899,0.0.0.0,8.8.8.8,192.168.1.1,BENIGN,NONE
99695,DISCOVER,f5:db:65:8b:29:22,0.0.0.0,41694,30937,0.0.0.0,8.8.8.8,192.168.1.1,BENIGN,NONE
99696,REQUEST,cb:ae:f3:62:7a:51,0.0.0.0,97435,44433,0.0.0.0,8.8.8.8,192.168.1.1,BENIGN,NONE
99697,REQUEST,11:11:0c:82:8c:3b,0.0.0.0,48612,82328,0.0.0.0,8.8.8.8,192.168.1.1,BENIGN,NONE
99698,REQUEST,8e:4f:6c:f8:87:c8,0.0.0.0,85685,43031,0.0.0.0,8.8.8.8,192.168.1.1,BENIGN,NONE
99699,OFFER,rogue_server,10.0.0.5,41254,64047,0.0.0.0,123.123.123.123,111.111.111.1,ATTACK,ROGUE_DHCP
99700,DISCOVER,e9:eb:af:af:07:bd,0.0.0.0,52832,38211,0.0.0.0,123.123.123.123,111.111.111.1,ATTACK,DHCP_STARVATION
99701,OFFER,server,192.168.1.29,18742,81348,0.0.0.0,8.8.8.8,192.168.1.1,BENIGN,NONE
99702,DISCOVER,15:49:2e:bc:22:96,0.0.0.0,28686,14217,0.0.0.0,123.123.123.123,111.111.111.1,ATTACK,DHCP_STARVATION
99703,OFFER,server,192.168.1.124,36452,55193,0.0.0.0,8.8.8.8,192.168.1.1,BENIGN,NONE
99704,ACK,server,192.168.1.227,74433,53007,0.0.0.0,8.8.8.8,192.168.1.1,BENIGN,NONE
99705,REQUEST,b2:ee:54:a6:9c:70,0.0.0.0,26913,11505,0.0.0.0,8.8.8.8,192.168.1.1,BENIGN,NONE
99706,DISCOVER,4c:7e:a0:b1:01:86,0.0.0.0,83304,80646,0.0.0.0,8.8.8.8,192.168.1.1,BENIGN,NONE
99707,DISCOVER,91:c1:49:12:a9:56,0.0.0.0,55971,23979,0.0.0.0,8.8.8.8,192.168.1.1,BENIGN,NONE
99708,REQUEST,c0:d2:27:7b:31:61,192.168.1.203,46958,70334,0.0.0.0,123.123.123.123,111.111.111.1,ATTACK,ABNORMAL_RENEWAL
99709,REQUEST,1c:2b:e3:e6:e2:ad,0.0.0.0,84062,75804,0.0.0.0,8.8.8.8,192.168.1.1,BENIGN,NONE
99710,DISCOVER,79:2b:f4:87:c9:f6,0.0.0.0,42869,46619,0.0.0.0,8.8.8.8,192.168.1.1,BENIGN,NONE
99711,DISCOVER,88:de:55:cc:46:55,0.0.0.0,96777,1123,0.0.0.0,123.123.123.123,111.111.111.1,ATTACK,DHCP_STARVATION
99712,OFFER,server,192.168.1.244,8029,63571,0.0.0.0,8.8.8.8,192.168.1.1,BENIGN,NONE
99713,REQUEST,90:84:97:c8:94:42,192.168.1.73,38771,2691,0.0.0.0,123.123.123.123,111.111.111.1,ATTACK,ABNORMAL_RENEWAL
99714,REQUEST,57:25:2e:ff:ba:3e,192.168.1.104,65640,40007,0.0.0.0,123.123.123.123,111.111.111.1,ATTACK,ABNORMAL_RENEWAL
99715,DISCOVER,f4:75:13:20:17:a4,0.0.0.0,16986,74469,0.0.0.0,8.8.8.8,192.168.1.1,BENIGN,NONE
99716,OFFER,server,192.168.1.39,11951,14826,0.0.0.0,8.8.8.8,192.168.1.1,BENIGN,NONE
99717,DISCOVER,79:f5:c6:27:16:56,0.0.0.0,22129,44549,0.0.0.0,123.123.123.123,111.111.111.1,ATTACK,DHCP_STARVATION
99718,ACK,server,192.168.1.135,81466,81844,0.0.0.0,8.8.8.8,192.168.1.1,BENIGN,NONE
99719,REQUEST,13:01:1d:05:67:1f,192.168.1.43,9751,44047,0.0.0.0,123.123.123.123,111.111.111.1,ATTACK,ABNORMAL_RENEWAL
99720,REQUEST,53:71:c8:de:9c:77,0.0.0.0,22887,81971,0.0.0.0,8.8.8.8,192.168.1.1,BENIGN,NONE
99721,OFFER,server,192.168.1.52,44522,8500,0.0.0.0,8.8.8.8,192.168.1.1,BENIGN,NONE
99722,OFFER,server,192.168.1.57,13935,72338,0.0.0.0,8.8.8.8,192.168.1.1,BENIGN,NONE
99723,REQUEST,e9:b1:c3:63:a9:6d,0.0.0.0,92338,24681,0.0.0.0,8.8.8.8,192.168.1.1,BENIGN,NONE
99724,OFFER,server,192.168.1.213,71314,76358,0.0.0.0,8.8.8.8,192.168.1.1,BENIGN,NONE
99725,ACK,cc:17:3d:9e:e7:b0,192.168.1.129,17783,58297,0.0.0.0,123.123.123.123,111.111.111.1,ATTACK,DUPLICATE_IP
99726,OFFER,rogue_server,10.0.0.5,40427,70162,0.0.0.0,123.123.123.123,111.111.111.1,ATTACK,ROGUE_DHCP
99727,REQUEST,04:e2:7f:34:52:35,192.168.1.231,66084,61277,0.0.0.0,123.123.123.123,111.111.111.1,ATTACK,ABNORMAL_RENEWAL
99728,OFFER,server,192.168.1.101,91505,76562,0.0.0.0,8.8.8.8,192.168.1.1,BENIGN,NONE
99729,OFFER,server,192.168.1.31,26503,29218,0.0.0.0,8.8.8.8,192.168.1.1,BENIGN,NONE
99730,OFFER,server,192.168.1.115,70005,42090,0.0.0.0,8.8.8.8,192.168.1.1,BENIGN,NONE
99731,REQUEST,ed:43:bf:e3:c6:f6,0.0.0.0,90916,46447,0.0.0.0,8.8.8.8,192.168.1.1,BENIGN,NONE
99732,DISCOVER,dd:75:d6:2e:77:ed,0.0.0.0,56395,5885,0.0.0.0,123.123.123.123,111.111.111.1,ATTACK,DHCP_STARVATION
99733,DISCOVER,46:b9:ba:11:9b:96,0.0.0.0,9473,10592,10.0.204.169,123.123.123.123,111.111.111.1,ATTACK,RELAY_ANOMALY
99734,ACK,server,192.168.1.28,78275,16783,0.0.0.0,8.8.8.8,192.168.1.1,BENIGN,NONE
99735,OFFER,server,192.168.1.12,32376,13494,0.0.0.0,8.8.8.8,192.168.1.1,BENIGN,NONE
99736,OFFER,server,192.168.1.209,89044,72285,10.0.208.181,123.123.123.123,111.111.111.1,ATTACK,RELAY_ANOMALY
99737,OFFER,server,192.168.1.52,1979,19187,0.0.0.0,8.8.8.8,192.168.1.1,BENIGN,NONE
99738,ACK,d5:f0:27:17:1a:f4,192.168.1.147,17037,13313,0.0.0.0,123.123.123.123,111.111.111.1,ATTACK,DUPLICATE_IP
99739,DISCOVER,79:11:ee:8b:3e:8e,0.0.0.0,82533,54605,0.0.0.0,123.123.123.123,111.111.111.1,ATTACK,DHCP_STARVATION
99740,ACK,server,192.168.1.21,74033,19772,0.0.0.0,8.8.8.8,192.168.1.1,BENIGN,NONE
99741,REQUEST,e1:82:a7:2a:b9:6f,0.0.0.0,40716,27664,0.0.0.0,8.8.8.8,192.168.1.1,BENIGN,NONE
99742,REQUEST,c3:ae:73:1c:0a:9e,192.168.1.180,38152,73272,0.0.0.0,123.123.123.123,111.111.111.1,ATTACK,ABNORMAL_RENEWAL
99743,OFFER,server,192.168.1.125,44258,55347,0.0.0.0,8.8.8.8,192.168.1.1,BENIGN,NONE
99744,DISCOVER,b0:1e:e4:ee:87:25,0.0.0.0,9798,84870,0.0.0.0,8.8.8.8,192.168.1.1,BENIGN,NONE
99745,REQUEST,3e:66:fa:33:ac:c5,0.0.0.0,39720,56453,0.0.0.0,8.8.8.8,192.168.1.1,BENIGN,NONE
99746,DISCOVER,8b:86:1d:8a:49:8a,0.0.0.0,64950,37158,0.0.0.0,8.8.8.8,192.168.1.1,BENIGN,NONE
99747,DISCOVER,39:93:6d:31:ee:70,0.0.0.0,41835,16950,0.0.0.0,8.8.8.8,192.168.1.1,BENIGN,NONE
99748,REQUEST,2a:91:fc:d2:15:c2,0.0.0.0,95835,67986,0.0.0.0,8.8.8.8,192.168.1.1,BENIGN,NONE
99749,OFFER,server,192.168.1.199,42595,7178,0.0.0.0,8.8.8.8,192.168.1.1,BENIGN,NONE
99750,DISCOVER,c4:2b:1e:53:96:1b,0.0.0.0,82063,40815,0.0.0.0,8.8.8.8,192.168.1.1,BENIGN,NONE
99751,DISCOVER,23:07:80:eb:91:c5,0.0.0.0,2580,16464,0.0.0.0,8.8.8.8,192.168.1.1,BENIGN,NONE
99752,REQUEST,7b:76:c3:68:13:16,192.168.1.101,56518,9354,0.0.0.0,123.123.123.123,111.111.111.1,ATTACK,ABNORMAL_RENEWAL
99753,OFFER,attacker,111.111.111.1,59370,19868,0.0.0.0,123.123.123.123,111.111.111.1,ATTACK,DHCP_SPOOFING
99754,REQUEST,ab:f5:8d:df:ad:70,192.168.1.167,66235,26378,0.0.0.0,123.123.123.123,111.111.111.1,ATTACK,ABNORMAL_RENEWAL
99755,DISCOVER,ca:fa:41:6d:96:3d,0.0.0.0,46167,23128,0.0.0.0,123.123.123.123,111.111.111.1,ATTACK,ROGUE_DHCP
99756,ACK,server,192.168.1.148,59182,65702,0.0.0.0,8.8.8.8,192.168.1.1,BENIGN,NONE
99757,REQUEST,fd:3f:62:21:4e:86,0.0.0.0,6389,14441,0.0.0.0,8.8.8.8,192.168.1.1,BENIGN,NONE
99758,DISCOVER,fa:c6:6c:b6:d6:cf,0.0.0.0,83187,75432,0.0.0.0,123.123.123.123,111.111.111.1,ATTACK,DHCP_STARVATION
99759,REQUEST,89:b6:7d:8a:1d:3c,0.0.0.0,9969,48373,0.0.0.0,8.8.8.8,192.168.1.1,BENIGN,NONE
99760,OFFER,server,192.168.1.3,63105,39991,10.0.111.61,123.123.123.123,111.111.111.1,ATTACK,RELAY_ANOMALY
99761,REQUEST,47:44:6e:42:dd:21,0.0.0.0,80283,17967,0.0.0.0,8.8.8.8,192.168.1.1,BENIGN,NONE
99762,DISCOVER,79:fc:2c:53:6c:93,0.0.0.0,69625,62434,0.0.0.0,123.123.123.123,111.111.111.1,ATTACK,DHCP_STARVATION
99763,ACK,server,192.168.1.241,33951,75641,0.0.0.0,8.8.8.8,192.168.1.1,BENIGN,NONE
99764,DISCOVER,2e:5f:6a:e1:0c:63,0.0.0.0,62360,36288,0.0.0.0,8.8.8.8,192.168.1.1,BENIGN,NONE
99765,DISCOVER,72:ea:31:ec:25:21,0.0.0.0,25389,30378,0.0.0.0,123.123.123.123,111.111.111.1,ATTACK,DHCP_STARVATION
99766,DISCOVER,34:77:4c:ae:7b:62,0.0.0.0,43042,37199,0.0.0.0,123.123.123.123,111.111.111.1,ATTACK,DHCP_STARVATION
99767,DISCOVER,16:82:da:ad:cc:96,0.0.0.0,1618,27729,0.0.0.0,8.8.8.8,192.168.1.1,BENIGN,NONE
99768,DISCOVER,50:37:0b:9d:ae:11,0.0.0.0,69249,82463,0.0.0.0,123.123.123.123,111.111.111.1,ATTACK,DHCP_STARVATION
99769,REQUEST,41:c8:9c:6c:31:f6,0.0.0.0,40677,6943,0.0.0.0,8.8.8.8,192.168.1.1,BENIGN,NONE
99770,OFFER,server,192.168.1.194,84629,1105,0.0.0.0,8.8.8.8,192.168.1.1,BENIGN,NONE
99771,OFFER,server,192.168.1.227,24099,68531,0.0.0.0,8.8.8.8,192.168.1.1,BENIGN,NONE
99772,DISCOVER,af:29:e2:5b:e3:d6,0.0.0.0,35311,64630,0.0.0.0,123.123.123.123,111.111.111.1,ATTACK,DHCP_STARVATION
99773,DISCOVER,70:6f:63:e6:49:e9,0.0.0.0,70099,84074,0.0.0.0,123.123.123.123,111.111.111.1,ATTACK,ROGUE_DHCP
99774,OFFER,server,192.168.1.17,61235,20007,0.0.0.0,8.8.8.8,192.168.1.1,BENIGN,NONE
99775,DISCOVER,b3:e3:65:39:fc:75,0.0.0.0,77672,67381,0.0.0.0,8.8.8.8,192.168.1.1,BENIGN,NONE
99776,OFFER,server,192.168.1.186,15017,79049,10.0.74.47,123.123.123.123,111.111.111.1,ATTACK,RELAY_ANOMALY
99777,DISCOVER,bb:32:96:df:3c:c3,0.0.0.0,87534,71833,0.0.0.0,8.8.8.8,192.168.1.1,BENIGN,NONE
99778,DISCOVER,5a:15:15:3b:23:3e,0.0.0.0,36403,31985,0.0.0.0,8.8.8.8,192.168.1.1,BENIGN,NONE
99779,DISCOVER,2f:80:74:bf:31:f0,0.0.0.0,68309,28711,0.0.0.0,8.8.8.8,192.168.1.1,BENIGN,NONE
99780,REQUEST,09:b5:2f:5a:48:9a,192.168.1.97,28344,61511,0.0.0.0,123.123.123.123,111.111.111.1,ATTACK,ABNORMAL_RENEWAL
99781,ACK,server,192.168.1.44,17624,86016,0.0.0.0,8.8.8.8,192.168.1.1,BENIGN,NONE
99782,ACK,server,192.168.1.71,88032,47530,0.0.0.0,8.8.8.8,192.168.1.1,BENIGN,NONE
99783,ACK,server,192.168.1.244,56533,1531,0.0.0.0,8.8.8.8,192.168.1.1,BENIGN,NONE
99784,ACK,server,192.168.1.136,85919,86348,0.0.0.0,8.8.8.8,192.168.1.1,BENIGN,NONE
99785,REQUEST,ef:77:01:95:dc:5f,0.0.0.0,39080,86086,0.0.0.0,8.8.8.8,192.168.1.1,BENIGN,NONE
99786,ACK,server,192.168.1.71,63452,35722,0.0.0.0,8.8.8.8,192.168.1.1,BENIGN,NONE
99787,REQUEST,85:3a:fe:00:eb:25,0.0.0.0,17628,11902,0.0.0.0,8.8.8.8,192.168.1.1,BENIGN,NONE
99788,ACK,server,192.168.1.11,19776,50842,0.0.0.0,8.8.8.8,192.168.1.1,BENIGN,NONE
99789,REQUEST,b8:8b:5a:de:0d:4e,192.168.1.9,67104,63256,0.0.0.0,123.123.123.123,111.111.111.1,ATTACK,ABNORMAL_RENEWAL
99790,ACK,server,192.168.1.104,9968,30549,0.0.0.0,8.8.8.8,192.168.1.1,BENIGN,NONE
99791,DISCOVER,a8:e9:d1:bd:e3:46,0.0.0.0,32745,79127,0.0.0.0,123.123.123.123,111.111.111.1,ATTACK,DHCP_STARVATION
99792,OFFER,server,192.168.1.229,59090,32358,0.0.0.0,8.8.8.8,192.168.1.1,BENIGN,NONE
99793,REQUEST,63:a3:2c:ec:b3:b8,0.0.0.0,79922,84909,0.0.0.0,8.8.8.8,192.168.1.1,BENIGN,NONE
99794,OFFER,server,192.168.1.219,86065,25244,0.0.0.0,8.8.8.8,192.168.1.1,BENIGN,NONE
99795,REQUEST,68:d3:9a:96:02:b1,192.168.1.30,27555,36824,0.0.0.0,123.123.123.123,111.111.111.1,ATTACK,ABNORMAL_RENEWAL
99796,ACK,server,192.168.1.233,16588,68307,0.0.0.0,8.8.8.8,192.168.1.1,BENIGN,NONE
99797,REQUEST,43:e7:02:c4:d9:cf,0.0.0.0,36625,6391,0.0.0.0,8.8.8.8,192.168.1.1,BENIGN,NONE
99798,DISCOVER,5c:6a:51:2e:2c:ef,0.0.0.0,73752,32742,0.0.0.0,123.123.123.123,111.111.111.1,ATTACK,DHCP_STARVATION
99799,OFFER,server,192.168.1.228,57922,43632,0.0.0.0,8.8.8.8,192.168.1.1,BENIGN,NONE
99800,DISCOVER,29:c0:df:37:c1:93,0.0.0.0,22927,17116,0.0.0.0,8.8.8.8,192.168.1.1,BENIGN,NONE
99801,DISCOVER,4a:a5:21:b2:b1:13,0.0.0.0,11174,36417,0.0.0.0,8.8.8.8,192.168.1.1,BENIGN,NONE
99802,OFFER,server,192.168.1.6,42756,56210,0.0.0.0,8.8.8.8,192.168.1.1,BENIGN,NONE
99803,OFFER,server,192.168.1.43,8686,56308,0.0.0.0,8.8.8.8,192.168.1.1,BENIGN,NONE
99804,DISCOVER,6f:a4:84:58:89:73,0.0.0.0,69765,25268,0.0.0.0,8.8.8.8,192.168.1.1,BENIGN,NONE
99805,REQUEST,94:58:73:f5:b3:0f,0.0.0.0,17274,49,0.0.0.0,8.8.8.8,192.168.1.1,BENIGN,NONE
99806,DISCOVER,03:62:e0:2b:d7:a8,0.0.0.0,22766,15560,0.0.0.0,123.123.123.123,111.111.111.1,ATTACK,DHCP_STARVATION
99807,ACK,attacker,111.111.111.1,69023,72331,0.0.0.0,123.123.123.123,111.111.111.1,ATTACK,DHCP_SPOOFING
99808,OFFER,attacker,111.111.111.1,75567,33044,0.0.0.0,123.123.123.123,111.111.111.1,ATTACK,DHCP_SPOOFING
99809,REQUEST,06:fc:fb:a8:8d:9c,0.0.0.0,6138,81235,0.0.0.0,8.8.8.8,192.168.1.1,BENIGN,NONE
99810,DISCOVER,b9:66:82:4c:ce:89,0.0.0.0,98248,2325,0.0.0.0,123.123.123.123,111.111.111.1,ATTACK,DHCP_STARVATION
99811,OFFER,server,192.168.1.210,7311,37141,0.0.0.0,8.8.8.8,192.168.1.1,BENIGN,NONE
99812,DISCOVER,8b:e8:04:97:31:87,0.0.0.0,68307,11843,0.0.0.0,123.123.123.123,111.111.111.1,ATTACK,DHCP_STARVATION
99813,REQUEST,b6:43:b3:20:b1:26,192.168.1.165,96810,44132,0.0.0.0,123.123.123.123,111.111.111.1,ATTACK,ABNORMAL_RENEWAL
99814,ACK,server,192.168.1.41,61274,47272,0.0.0.0,8.8.8.8,192.168.1.1,BENIGN,NONE
99815,REQUEST,9b:54:a0:ea:e4:ef,0.0.0.0,35074,21667,0.0.0.0,8.8.8.8,192.168.1.1,BENIGN,NONE
99816,REQUEST,7e:60:e6:3e:53:4e,0.0.0.0,46804,31729,0.0.0.0,8.8.8.8,192.168.1.1,BENIGN,NONE
99817,DISCOVER,e4:50:aa:46:a9:a6,0.0.0.0,22253,77133,0.0.0.0,123.123.123.123,111.111.111.1,ATTACK,DHCP_STARVATION
99818,REQUEST,e1:0a:65:0c:3f:06,0.0.0.0,93013,2711,0.0.0.0,8.8.8.8,192.168.1.1,BENIGN,NONE
99819,ACK,server,192.168.1.79,55885,8766,0.0.0.0,8.8.8.8,192.168.1.1,BENIGN,NONE
99820,OFFER,rogue_server,10.0.0.5,57419,16726,0.0.0.0,123.123.123.123,111.111.111.1,ATTACK,ROGUE_DHCP
99821,ACK,server,192.168.1.161,20977,81272,0.0.0.0,8.8.8.8,192.168.1.1,BENIGN,NONE
99822,REQUEST,8c:6e:83:9f:da:f9,192.168.1.121,2577,65877,0.0.0.0,123.123.123.123,111.111.111.1,ATTACK,ABNORMAL_RENEWAL
99823,ACK,server,192.168.1.48,18415,74904,0.0.0.0,8.8.8.8,192.168.1.1,BENIGN,NONE
99824,DISCOVER,64:1f:a4:81:7c:8e,0.0.0.0,28478,4159,0.0.0.0,123.123.123.123,111.111.111.1,ATTACK,DHCP_STARVATION
99825,ACK,server,192.168.1.94,40041,44205,0.0.0.0,8.8.8.8,192.168.1.1,BENIGN,NONE
99826,ACK,server,192.168.1.235,88454,67296,0.0.0.0,8.8.8.8,192.168.1.1,BENIGN,NONE
99827,DISCOVER,48:58:bc:24:76:e4,0.0.0.0,54612,51082,0.0.0.0,8.8.8.8,192.168.1.1,BENIGN,NONE
99828,DISCOVER,42:0e:74:a0:c0:63,0.0.0.0,26579,3066,0.0.0.0,123.123.123.123,111.111.111.1,ATTACK,DHCP_STARVATION
99829,DISCOVER,a5:d7:7c:e2:2e:2a,0.0.0.0,39778,52584,0.0.0.0,8.8.8.8,192.168.1.1,BENIGN,NONE
99830,ACK,ec:ed:a8:44:63:88,192.168.1.141,72174,6829,0.0.0.0,123.123.123.123,111.111.111.1,ATTACK,DUPLICATE_IP
99831,ACK,server,192.168.1.236,71198,56801,0.0.0.0,8.8.8.8,192.168.1.1,BENIGN,NONE
99832,ACK,server,192.168.1.250,59142,8792,0.0.0.0,8.8.8.8,192.168.1.1,BENIGN,NONE
99833,REQUEST,25:88:e0:a1:aa:1b,0.0.0.0,80942,58292,0.0.0.0,8.8.8.8,192.168.1.1,BENIGN,NONE
99834,ACK,server,192.168.1.41,63861,48916,0.0.0.0,8.8.8.8,192.168.1.1,BENIGN,NONE
99835,ACK,server,192.168.1.226,69229,14886,0.0.0.0,8.8.8.8,192.168.1.1,BENIGN,NONE
99836,ACK,server,192.168.1.6,32421,64658,0.0.0.0,8.8.8.8,192.168.1.1,BENIGN,NONE
99837,DISCOVER,eb:75:24:b1:87:19,0.0.0.0,12380,39458,0.0.0.0,8.8.8.8,192.168.1.1,BENIGN,NONE
99838,DISCOVER,ad:3a:11:b7:98:58,0.0.0.0,96584,52557,0.0.0.0,8.8.8.8,192.168.1.1,BENIGN,NONE
99839,DISCOVER,f7:cf:df:da:48:fc,0.0.0.0,37833,25543,0.0.0.0,123.123.123.123,111.111.111.1,ATTACK,DHCP_STARVATION
99840,DISCOVER,42:8e:39:c8:75:a0,0.0.0.0,98762,17984,0.0.0.0,123.123.123.123,111.111.111.1,ATTACK,DHCP_STARVATION
99841,ACK,server,192.168.1.125,23882,23304,0.0.0.0,8.8.8.8,192.168.1.1,BENIGN,NONE
99842,ACK,server,192.168.1.221,54158,62461,0.0.0.0,8.8.8.8,192.168.1.1,BENIGN,NONE
99843,DISCOVER,58:d0:82:9b:67:6a,0.0.0.0,67734,73909,0.0.0.0,123.123.123.123,111.111.111.1,ATTACK,DHCP_STARVATION
99844,DISCOVER,cd:50:9e:27:6f:b5,0.0.0.0,98840,55036,0.0.0.0,8.8.8.8,192.168.1.1,BENIGN,NONE
99845,DISCOVER,b5:39:2b:8e:33:9f,0.0.0.0,83833,80379,0.0.0.0,123.123.123.123,111.111.111.1,ATTACK,DHCP_STARVATION
